"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"uA89FRbuZiRayb1CJquXzBNiAbqa-YSCmYxW1Hw_O1G2tm3djfr5Gs0zGgy9mtf9","194833","592","327","2025-01-22 15:28:16","2025-01-22 15:33:59","2025-01-22 15:33:59","","1","PhDStudent","using","practicing","na","na","practicing","na","practicing","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","policy","policy","infrastructure","infrastructure","none","unsure","none","","","","","","","","no","no","no","no","no","no","no","","","","","","","","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","useless","useful","useful","essential","essential","","","","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","","","","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","","","","no","","","","","","workshop"
"zyemBgR6koOiz_GlG5CvguhO9AXFPIDlyhGNP5KClyKKpWP0DR0yucBLR6smXtTk","194845","592","328","2025-01-22 15:49:47","2025-01-22 16:23:09","2025-01-22 16:23:09","","1","PostDocs","aware","unsure","unsure","unsure","aware","unsure","unsure","beneficial","unsure","unsure","unsure","beneficial","unsure","unsure","training","training","training","training","training, norms","training","training","","","","","","","","unsure","unsure","unsure","unsure","unsure","unsure","unsure","","","","","","","","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","essential","essential","essential","essential","essential","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","slightly","slightly","none","moderately","moderately","moderately","slightly","","","","moderately","considerably","considerably","moderately","moderately","moderately","moderately","considerably","considerably","slightly","slightly","slightly","considerably","considerably","","","","no","","","","","","workshop"
"dFfD2Si-DQtxf0peAZ5yxQr2VPoB0bbZ_33jlcdggPKAS9PS6EfSwuGxVtu6zC_2","194857","592","329","2025-01-22 16:11:22","2025-01-22 16:23:17","2025-01-22 16:23:17","","1","SupportStaff","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","","","","","","","","na","na","na","na","na","na","na","","","","","","","","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","unsure","","","","","","","","","","","","considerably","considerably","unsure","considerably","considerably","considerably","considerably","slightly","slightly","slightly","none","considerably","moderately","unsure","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","considerably","unsure","","","","no","","","","","","unsure"
"YU0KsOXNJC5_VBlEn4iKVQD9cLj67GXGKhwV-FS8lLFflkWhSbWGEGv4H9Hywro5","194994","592","330","2025-01-22 20:42:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGETUZb934Ar92t6qB8ag2d0Cn_4xP1JNbmVQNjBBN3ik-WekIcseURTw5o6xHz9","194995","592","331","2025-01-22 20:42:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OYCQYl2Tkb8xDDis4CXy3e8fKKcy0LS7TlnYls31EkGiKzMbGDnTMBYuMM0qLI8z","195414","592","332","2025-01-23 12:05:09","2025-01-23 12:19:44","2025-01-23 12:19:44","","1","PostDocs","using","unsure","aware","aware","unsure","unsure","unsure","unsure","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","unsure","unsure","unsure","unsure","unsure","","","","","","","","yes","no","no","no","no","unsure","unsure","One has to make sure that preprints are not being considered equivalent to peer-reviewed published articles.","","","","","","","workshop","workshop","unsure","workshop","workshop","unsure","unsure","unsure","unsure","","","","useful","useful","useful","useful","essential","","","","moderately","considerably","considerably","considerably","moderately","considerably","considerably","moderately","unsure","unsure","unsure","moderately","considerably","unsure","","","","moderately","considerably","considerably","considerably","moderately","moderately","moderately","moderately","considerably","unsure","unsure","slightly","moderately","moderately","","","","no","","","","","","workshop"
"zmY61exZy4FVs64s7g6gQhw8RF0pz2aRnCnP7x3tGLuGZegluwpTmQc1lPGyN_5d","195416","592","333","2025-01-23 12:08:29","2025-01-23 12:16:19","2025-01-23 12:16:19","","1","PhDStudent","using","aware","aware","aware","practicing","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","neutral","unsure","unsure","unsure","unsure","unsure","unsure","unsure","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","none_wanted","none_needed","written","unsure","","","","essential","useful","useful","unsure","essential","","","","slightly","slightly","unsure","unsure","unsure","slightly","unsure","none","none","unsure","unsure","moderately","none","none","","","","slightly","moderately","considerably","moderately","moderately","slightly","slightly","slightly","none","slightly","unsure","slightly","slightly","moderately","","","","no","","","","","","written"
"T2odg8dT8TAhj3PdNoI4IVY9CsoKNX-YdTOjakozQmU1GzByG1c7RBAkdjfEfqWO","195553","592","334","2025-01-23 16:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6-DyVR5T5swAyAokr8AEx7kIwA-ZCugi4wHZGw43Ztsn0AqJsdUYH2q5TBQQ7he","195560","592","335","2025-01-23 17:17:26","2025-01-24 08:50:01","","","1","PostDocs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nd76tmnesk5kVKjTmTP1c5iz9rZ_0-cQrUC0Hn-NV-lBgymgcdEmx0xS09c2IS_J","196645","592","336","2025-01-25 11:38:35","2025-01-25 11:38:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AADwRaZuDphlsTJT0KQJHjQ9GJtgRtJLso_hwdLF0ajyhTFx_FToGzb3TXgLay5W","196664","592","337","2025-01-25 12:26:36","2025-01-25 12:26:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xm8yCsD57jLdTOO7ZAoERo5_5oRyU9b20sUIOS1ivRc2x8cV0mPLVg70hGSXCY4g","196698","592","338","2025-01-25 13:40:21","2025-01-25 13:40:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q-sqnzzcIKE7XRxxd5aq1Ndj0hwJNIHgNVEuSs4kpyBpcVOdhlCLoSDSXJlsehOH","196747","592","339","2025-01-25 15:26:08","2025-01-25 15:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIowI4Iakopuq3I6Xz0P1YbIc4sWkZd4YaPGHoU8aSq4rcsCK6lCnhVJnklSkbXb","196751","592","340","2025-01-25 15:33:24","2025-01-25 15:33:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"mcRXaXJPT7F2D-yyB9H0IZSKK3pwrroppMOEvivGMvHT6UOQQOhscNeRsPPxZ0rS","196754","592","341","2025-01-25 15:38:36","2025-01-25 15:38:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JsX5wNBShXHSpDcXYVnt1X5O0cnNil4bhV2iyXR4E4fLA_6JJSMpo7CUxhE1CCAN","196766","592","342","2025-01-25 16:06:44","2025-01-25 16:06:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Ja8W090OL2GaXroRuDGWKcgnqhXRTKXKYxogJ_-Hfqtj6A-jz3kdmr1Frj3mbEs","196830","592","343","2025-01-25 18:46:00","2025-01-25 18:46:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVjuBU9-cPzB3RCBwzGQhVvx3dxN8yquao2KLWWIquNsUY0RWm51MB2fbfrVcY2Y","197213","592","344","2025-01-26 10:10:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_ZWsa7EZy6ti1wlHY5000neA4vcFX0FkHLFhbf6WzDZStcJX5BPtRavOkaLcUd-g","197214","592","345","2025-01-26 10:10:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KzsGnLp2a816joo2o7byuyaxif14K5tHW787582b_oeBF08PohatggvdTKpfOnhS","199074","592","346","2025-01-28 11:17:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8L7wSTVV_faP_LTyYUPm5tFO8LEKL6XdchbFYdne3Hw-I4r3P_ArQgoP0X5wXke","200730","592","347","2025-01-29 09:52:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y-X4WVUv1rTDbMUyHnpTU0hJHEVk5PypmST4FuHxLO-XNBciYmE1YukEVdK5I1zj","200731","592","348","2025-01-29 09:52:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"mMERct44SxZXReme5xh7grXosUHCEfr5nTuTagnsCDp5A59cv9n6-Tbe3XiDk11m","200733","592","349","2025-01-29 09:52:26","2025-01-29 09:52:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-Wz48eNupc15hapV_wklpUfBHRbqT_D7WirMsNytprd0piXEOqvG6p43orvQjA92","200842","592","350","2025-01-29 11:24:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-bHxkEYJ90tfiBcz1XtE8v0oxEze88dtcQiBebtC82M9kbFPAa5wu2ZGKZOYHtw3","201108","592","351","2025-01-29 15:00:15","2025-01-29 15:00:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1N4z9GojTpC4TF5ZnVQsNonW5vNMzmXVTII71coQYmb_TbEcRnr_sF3hqY0bb9jE","201128","592","352","2025-01-29 15:15:59","2025-01-29 15:21:18","2025-01-29 15:21:18","","1","PhDStudent","using","unsure","aware","using","using","unsure","unsure","beneficial","unsure","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","unsure","none","none","unsure","unsure","","","","","","","","no","unsure","unsure","no","no","unsure","unsure","","","","","","","","none_needed","unsure","workshop","workshop","written","workshop","written","workshop","workshop","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","slightly","considerably","considerably","considerably","unsure","considerably","unsure","unsure","unsure","considerably","considerably","unsure","","","","moderately","slightly","considerably","considerably","slightly","moderately","considerably","considerably","considerably","moderately","moderately","moderately","considerably","considerably","","","","no","","","","","","written"
